sentences,labels
"['Sodium', 'valproate', 'and', 'carbamazepine', ',', 'antiepileptic', 'drugs', 'that', 'are', 'associated', 'with', 'a', 'relatively', 'low', 'rate', 'of', 'adverse', 'cutaneous', 'reactions', ',', 'should', 'be', 'added', 'to', 'the', 'growing', 'list', 'of', 'drugs', 'that', 'produce', 'psoriasiform', 'eruptions', '.']","['B-drug', 'I-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O']"
"['We', 'present', 'findings', 'from', 'three', 'patients', 'who', 'experienced', 'a', 'psoriasiform', 'eruption', 'apparently', 'due', 'to', 'the', 'antiepileptic', 'agents', 'sodium', 'valproate', 'and', 'carbamazepine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['We', 'present', 'findings', 'from', 'three', 'patients', 'who', 'experienced', 'a', 'psoriasiform', 'eruption', 'apparently', 'due', 'to', 'the', 'antiepileptic', 'agents', 'sodium', 'valproate', 'and', 'carbamazepine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O', 'O']"
"['Severe', 'diffuse', 'interstitial', 'pneumonitis', 'induced', 'by', 'carmustine', '(', 'BCNU', ').']","['B-effect', 'I-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['Severe', 'diffuse', 'interstitial', 'pneumonitis', 'induced', 'by', 'carmustine', '(', 'BCNU', ').']","['B-effect', 'I-effect', 'I-effect', 'I-effect', 'O', 'O', 'B-drug', 'O', 'O', 'O']"
"['We', 'report', 'a', 'fatal', 'case', 'of', 'acute', 'interstitial', 'pneumonitis', 'in', 'a', 'patient', 'treated', 'with', 'carmustine', '(', 'BCNU', ')', 'for', 'a', 'brain', 'tumor', '.']","['O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O']"
"['We', 'report', 'a', 'fatal', 'case', 'of', 'acute', 'interstitial', 'pneumonitis', 'in', 'a', 'patient', 'treated', 'with', 'carmustine', '(', 'BCNU', ')', 'for', 'a', 'brain', 'tumor', '.']","['O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', '78-year-old', 'man', 'with', 'a', 'transvenous', 'cardioverter', 'defibrillator', 'system', 'developed', 'frequent', 'shocks', 'during', 'oral', 'procainamide', 'therapy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'B-drug', 'O', 'O']"
"['Electrical', 'proarrhythmia', 'with', 'procainamide', ':', 'a', 'new', 'ICD-drug', 'interaction', '.']","['B-effect', 'I-effect', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'failure', 'of', 'therapy', 'with', 'disopyramide', 'and', 'mexiletine', 'to', 'reproduce', 'this', 'observation', 'suggests', 'either', 'a', 'previously', 'unreported', 'electrophysiologic', 'effect', 'of', ',', 'or', 'idiosyncratic', 'response', 'to', ',', 'procainamide', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['Based', 'on', 'our', 'experience', 'and', 'on', 'previously', 'published', 'data', ',', 'serum', 'ammonia', 'levels', 'appear', 'to', 'be', 'indicated', 'in', 'all', 'ED', 'patients', 'on', 'valproic', 'acid', 'therapy', 'who', 'present', 'with', 'altered', 'mental', 'status', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O']"
"['Hyperammonemia', 'has', 'been', 'described', 'as', 'a', 'complication', 'of', 'valproic', 'acid', 'therapy', 'but', 'may', 'often', 'be', 'overlooked', 'as', 'a', 'cause', 'of', 'lethargy', 'in', 'the', 'postictal', 'patient', 'who', 'presents', 'to', 'the', 'emergency', 'department', '.']","['B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Hyperammonemia', 'has', 'been', 'described', 'as', 'a', 'complication', 'of', 'valproic', 'acid', 'therapy', 'but', 'may', 'often', 'be', 'overlooked', 'as', 'a', 'cause', 'of', 'lethargy', 'in', 'the', 'postictal', 'patient', 'who', 'presents', 'to', 'the', 'emergency', 'department', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Hyperammonemia', 'secondary', 'to', 'valproic', 'acid', 'as', 'a', 'cause', 'of', 'lethargy', 'in', 'a', 'postictal', 'patient', '.']","['B-effect', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Hyperammonemia', 'secondary', 'to', 'valproic', 'acid', 'as', 'a', 'cause', 'of', 'lethargy', 'in', 'a', 'postictal', 'patient', '.']","['O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O']"
"['We', 'present', 'the', 'case', 'of', 'a', 'postictal', 'patient', 'with', 'lethargy', ',', 'hyperammonemia', ',', 'otherwise', 'normal', 'liver', 'function', 'tests', ',', 'and', 'a', 'therapeutic', 'valproic', 'acid', 'level', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O']"
"['We', 'present', 'the', 'case', 'of', 'a', 'postictal', 'patient', 'with', 'lethargy', ',', 'hyperammonemia', ',', 'otherwise', 'normal', 'liver', 'function', 'tests', ',', 'and', 'a', 'therapeutic', 'valproic', 'acid', 'level', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O']"
"['Central', 'nervous', 'system', 'toxicity', 'associated', 'with', 'meperidine', 'use', 'in', 'hepatic', 'disease', '.']","['B-effect', 'I-effect', 'I-effect', 'I-effect', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O']"
"['In', 'patients', 'with', 'cirrhosis', ',', 'the', 'metabolism', 'of', 'meperidine', 'is', 'decreased', ',', 'leading', 'to', 'accumulation', 'of', 'the', 'parent', 'drug', 'and', 'possible', 'CNS', 'depressive', 'effects', 'similar', 'to', 'hepatic', 'encephalopathy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'patients', 'with', 'cirrhosis', ',', 'the', 'metabolism', 'of', 'meperidine', 'is', 'decreased', ',', 'leading', 'to', 'accumulation', 'of', 'the', 'parent', 'drug', 'and', 'possible', 'CNS', 'depressive', 'effects', 'similar', 'to', 'hepatic', 'encephalopathy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O']"
"['Meperidine', '-', 'associated', 'central', 'nervous', 'system', '(', 'CNS', ')', 'excitatory', 'toxicities', 'are', 'believed', 'to', 'be', 'caused', 'by', 'accumulation', 'of', 'the', 'active', 'metabolite', 'normeperidine', '.']","['B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'O']"
"['Meperidine', '-', 'associated', 'central', 'nervous', 'system', '(', 'CNS', ')', 'excitatory', 'toxicities', 'are', 'believed', 'to', 'be', 'caused', 'by', 'accumulation', 'of', 'the', 'active', 'metabolite', 'normeperidine', '.']","['B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['She', 'received', 'an', 'accidental', '450-mg', 'bolus', 'injection', 'of', 'morphine', 'intrathecally', 'and', 'developed', 'hypertension', ',', 'status', 'epilepticus', ',', 'intracerebral', 'hemorrhage', ',', 'and', 'respiratory', 'failure', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['She', 'received', 'an', 'accidental', '450-mg', 'bolus', 'injection', 'of', 'morphine', 'intrathecally', 'and', 'developed', 'hypertension', ',', 'status', 'epilepticus', ',', 'intracerebral', 'hemorrhage', ',', 'and', 'respiratory', 'failure', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O']"
"['She', 'received', 'an', 'accidental', '450-mg', 'bolus', 'injection', 'of', 'morphine', 'intrathecally', 'and', 'developed', 'hypertension', ',', 'status', 'epilepticus', ',', 'intracerebral', 'hemorrhage', ',', 'and', 'respiratory', 'failure', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O']"
"['She', 'received', 'an', 'accidental', '450-mg', 'bolus', 'injection', 'of', 'morphine', 'intrathecally', 'and', 'developed', 'hypertension', ',', 'status', 'epilepticus', ',', 'intracerebral', 'hemorrhage', ',', 'and', 'respiratory', 'failure', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Mitomycin', 'C', '(', 'MMC', ')', 'is', 'an', 'alkylating', 'agent', 'that', 'has', 'been', 'recently', 'associated', 'with', 'the', 'hemolytic-uremic', 'syndrome', '(', 'HUS', ').']","['B-drug', 'I-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O']"
"['Mitomycin', 'C', '(', 'MMC', ')', 'is', 'an', 'alkylating', 'agent', 'that', 'has', 'been', 'recently', 'associated', 'with', 'the', 'hemolytic-uremic', 'syndrome', '(', 'HUS', ').']","['O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O']"
"['Mitomycin', 'C', '(', 'MMC', ')', 'is', 'an', 'alkylating', 'agent', 'that', 'has', 'been', 'recently', 'associated', 'with', 'the', 'hemolytic-uremic', 'syndrome', '(', 'HUS', ').']","['B-drug', 'I-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O']"
"['Mitomycin', 'C', '(', 'MMC', ')', 'is', 'an', 'alkylating', 'agent', 'that', 'has', 'been', 'recently', 'associated', 'with', 'the', 'hemolytic-uremic', 'syndrome', '(', 'HUS', ').']","['O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O']"
"['Pulmonary', 'hemorrhage', 'as', 'a', 'clinical', 'manifestation', 'of', 'hemolytic-uremic', 'syndrome', 'associated', 'with', 'mitomycin', 'C', 'therapy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O']"
"['Pulmonary', 'hemorrhage', 'as', 'a', 'clinical', 'manifestation', 'of', 'hemolytic-uremic', 'syndrome', 'associated', 'with', 'mitomycin', 'C', 'therapy', '.']","['B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O']"
"['Pulmonary', 'hemorrhage', 'is', 'an', 'uncommon', 'feature', 'in', 'the', 'HUS', ',', 'and', 'seems', 'to', 'appear', 'especially', 'in', 'the', 'HUS', 'associated', 'with', 'MMC', 'therapy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'B-drug', 'O', 'O']"
"['Pulmonary', 'hemorrhage', 'is', 'an', 'uncommon', 'feature', 'in', 'the', 'HUS', ',', 'and', 'seems', 'to', 'appear', 'especially', 'in', 'the', 'HUS', 'associated', 'with', 'MMC', 'therapy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'B-drug', 'O', 'O']"
"['Pulmonary', 'hemorrhage', 'is', 'an', 'uncommon', 'feature', 'in', 'the', 'HUS', ',', 'and', 'seems', 'to', 'appear', 'especially', 'in', 'the', 'HUS', 'associated', 'with', 'MMC', 'therapy', '.']","['B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O']"
"['We', 'describe', 'two', 'women', 'who', 'developed', 'HUS', 'after', 'MMC', 'therapy', 'and', 'presented', 'massive', 'pulmonary', 'bleeding', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['We', 'describe', 'two', 'women', 'who', 'developed', 'HUS', 'after', 'MMC', 'therapy', 'and', 'presented', 'massive', 'pulmonary', 'bleeding', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O']"
"['Clonidine', '-', 'induced', 'bradycardia', 'in', 'patients', 'with', 'spinal', 'cord', 'injury', '.']","['B-drug', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Possible', 'mechanisms', 'by', 'which', 'clonidine', 'decreases', 'spasticity', 'are', 'described', ',', 'probable', 'mechanisms', 'of', 'induced', 'bradycardia', 'are', 'reviewed', ',', 'and', 'specific', 'treatment', 'recommendations', 'for', 'the', 'use', 'of', 'clonidine', 'in', 'spinal', 'cord', 'injured', 'patients', 'are', 'presented', '.']","['O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Possible', 'mechanisms', 'by', 'which', 'clonidine', 'decreases', 'spasticity', 'are', 'described', ',', 'probable', 'mechanisms', 'of', 'induced', 'bradycardia', 'are', 'reviewed', ',', 'and', 'specific', 'treatment', 'recommendations', 'for', 'the', 'use', 'of', 'clonidine', 'in', 'spinal', 'cord', 'injured', 'patients', 'are', 'presented', '.']","['O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Though', 'hypotension', ',', 'dry', 'mouth', ',', 'and', 'constipation', 'are', 'well-documented', 'possible', 'adverse', 'effects', ',', 'the', 'possibility', 'of', 'clonidine', '-', 'induced', 'bradycardia', 'is', 'less', 'well', 'recognized', 'and', 'is', 'rare', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Though', 'hypotension', ',', 'dry', 'mouth', ',', 'and', 'constipation', 'are', 'well-documented', 'possible', 'adverse', 'effects', ',', 'the', 'possibility', 'of', 'clonidine', '-', 'induced', 'bradycardia', 'is', 'less', 'well', 'recognized', 'and', 'is', 'rare', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Though', 'hypotension', ',', 'dry', 'mouth', ',', 'and', 'constipation', 'are', 'well-documented', 'possible', 'adverse', 'effects', ',', 'the', 'possibility', 'of', 'clonidine', '-', 'induced', 'bradycardia', 'is', 'less', 'well', 'recognized', 'and', 'is', 'rare', '.']","['O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Though', 'hypotension', ',', 'dry', 'mouth', ',', 'and', 'constipation', 'are', 'well-documented', 'possible', 'adverse', 'effects', ',', 'the', 'possibility', 'of', 'clonidine', '-', 'induced', 'bradycardia', 'is', 'less', 'well', 'recognized', 'and', 'is', 'rare', '.']","['O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'high', 'dose', 'of', 'cotrimoxazole', 'induced', 'hyperkalaemia', 'with', 'the', 'elevation', 'of', 'serum', 'creatinine', 'and', 'blood', 'urea', ',', 'and', 'increased', 'urinary', 'N-acetyl', 'glucosaminase', 'after', 'several', 'days', 'of', 'the', 'drug', 'administration', 'in', 'these', 'patients', ';']","['O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'high', 'dose', 'of', 'cotrimoxazole', 'induced', 'hyperkalaemia', 'with', 'the', 'elevation', 'of', 'serum', 'creatinine', 'and', 'blood', 'urea', ',', 'and', 'increased', 'urinary', 'N-acetyl', 'glucosaminase', 'after', 'several', 'days', 'of', 'the', 'drug', 'administration', 'in', 'these', 'patients', ';']","['O', 'O', 'O', 'O', 'B-drug', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'high', 'dose', 'of', 'cotrimoxazole', 'induced', 'hyperkalaemia', 'with', 'the', 'elevation', 'of', 'serum', 'creatinine', 'and', 'blood', 'urea', ',', 'and', 'increased', 'urinary', 'N-acetyl', 'glucosaminase', 'after', 'several', 'days', 'of', 'the', 'drug', 'administration', 'in', 'these', 'patients', ';']","['O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'high', 'dose', 'of', 'cotrimoxazole', 'induced', 'hyperkalaemia', 'with', 'the', 'elevation', 'of', 'serum', 'creatinine', 'and', 'blood', 'urea', ',', 'and', 'increased', 'urinary', 'N-acetyl', 'glucosaminase', 'after', 'several', 'days', 'of', 'the', 'drug', 'administration', 'in', 'these', 'patients', ';']","['O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['one', 'patient', 'became', 'unconscious', '.']","['B-effect', 'I-effect', 'I-effect', 'I-effect', 'O']"
"['Hyperkalaemia', 'with', 'renal', 'tubular', 'dysfunction', 'by', 'oral', 'therapy', 'of', 'sulfamethoxazole-trimethoprim', '(', 'co-trimoxazole', ')', 'is', 'described', 'in', '2', 'elderly', 'Japanese', 'patients', 'with', 'lymphoid', 'malignancy', ',', 'who', 'developed', 'Pneumocystis', 'carinii', 'pneumonia', 'and', 'improved', '.']","['B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Hyperkalaemia', 'with', 'renal', 'tubular', 'dysfunction', 'by', 'oral', 'therapy', 'of', 'sulfamethoxazole-trimethoprim', '(', 'co-trimoxazole', ')', 'is', 'described', 'in', '2', 'elderly', 'Japanese', 'patients', 'with', 'lymphoid', 'malignancy', ',', 'who', 'developed', 'Pneumocystis', 'carinii', 'pneumonia', 'and', 'improved', '.']","['B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Hyperkalaemia', 'with', 'renal', 'tubular', 'dysfunction', 'by', 'oral', 'therapy', 'of', 'sulfamethoxazole-trimethoprim', '(', 'co-trimoxazole', ')', 'is', 'described', 'in', '2', 'elderly', 'Japanese', 'patients', 'with', 'lymphoid', 'malignancy', ',', 'who', 'developed', 'Pneumocystis', 'carinii', 'pneumonia', 'and', 'improved', '.']","['O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Hyperkalaemia', 'with', 'renal', 'tubular', 'dysfunction', 'by', 'oral', 'therapy', 'of', 'sulfamethoxazole-trimethoprim', '(', 'co-trimoxazole', ')', 'is', 'described', 'in', '2', 'elderly', 'Japanese', 'patients', 'with', 'lymphoid', 'malignancy', ',', 'who', 'developed', 'Pneumocystis', 'carinii', 'pneumonia', 'and', 'improved', '.']","['O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Hyperkalaemia', 'with', 'renal', 'tubular', 'dysfunction', 'by', 'sulfamethoxazole-trimethoprim', 'for', 'Pneumocystis', 'carinii', 'pneumonia', 'in', 'patients', 'with', 'lymphoid', 'malignancy', '.']","['B-effect', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Hyperkalaemia', 'with', 'renal', 'tubular', 'dysfunction', 'by', 'sulfamethoxazole-trimethoprim', 'for', 'Pneumocystis', 'carinii', 'pneumonia', 'in', 'patients', 'with', 'lymphoid', 'malignancy', '.']","['O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Five', 'cases', '(', 'four', 'from', 'the', 'literature', 'and', 'one', 'new', 'case', ')', 'are', 'presented', 'in', 'which', 'patients', 'unsuspected', 'of', 'having', 'vitamin', 'B12', 'deficiency', 'developed', 'subacute', 'combined', 'degeneration', 'of', 'the', 'spinal', 'cord', 'following', 'nitrous', 'oxide', 'anesthesia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'O', 'B-drug', 'I-drug', 'O', 'O']"
"['Neurologic', 'degeneration', 'associated', 'with', 'nitrous', 'oxide', 'anesthesia', 'in', 'patients', 'with', 'vitamin', 'B12', 'deficiency', '.']","['B-effect', 'I-effect', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Patients', 'with', 'vitamin', 'B12', 'deficiency', 'are', 'exceedingly', 'sensitive', 'to', 'neurologic', 'deterioration', 'following', 'nitrous', 'oxide', 'anesthesia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'B-drug', 'I-drug', 'O', 'O']"
"['BACKGROUND', ':', 'Fluoxetine', ',', 'a', 'highly', 'specific', 'serotonin', 'reuptake', 'inhibitor', ',', 'has', 'been', 'reported', 'to', 'cause', 'sexual', 'dysfunction', 'in', 'a', 'minority', 'of', 'patients', '.']","['O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Captopril', '-', 'induced', 'bone', 'marrow', 'suppression', 'in', 'two', 'cardiac', 'patients', 'with', 'trisomy', '21', '.']","['B-drug', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Neutropenia', 'is', 'an', 'infrequent', 'complication', 'following', 'administration', 'of', 'the', 'angiotensin-converting', 'enzyme', '(', 'ACE', ')', 'inhibitor', ',', 'captopril', '.']","['B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
